Ciclo,RMP,DESC_FIN,DESC_PROPOSITO,DESC_PP,DESC_AI
2014,51E041,Contribuir a fomentar el desarrollo sustentable de los destinos turísticos y ampliar los beneficios económicos de las comunidades receptoras a través del otorgamiento de servicios turísticos a los derechohabientes con una mayor diversificación a precios accesibles.,Realización de convenios para servicios turísticos|,Servicios Integrales de Turismo,"TURISSSTE, Agencias de Servicios Turísticos"
2014,51E042,Contribuir a una sociedad igualitaria donde exista acceso irrestricto al bienestar social a través de la sensibilización y concientización de los derechohabientes en la atención a personas con discapacidad.,La población derechohabiente es sensibilizada y concientizada sobre la atención a personas con discapacidad.|,Atención a Personas con Discapacidad,Prestaciones sociales y culturales
2014,51J019,,,Pensiones por Riesgos de Trabajo,Pago de riesgos de trabajo y subsidios y ayudas
2014,51J020,,,Subsidios y Ayudas,Pago de riesgos de trabajo y subsidios y ayudas
2014,51J021,,,Pensiones por Invalidez,Pago de Pensiones por Invalidez y Vida
2014,51J022,,,Pensiones por Causa de Muerte,Pago de Pensiones por Invalidez y Vida
2014,51J024,,,Pensiones por Cesantía,"Pago de pensiones por retiro, cesantía en edad avanzada y vejez"
2014,51J025,,,Pensiones por Vejez,"Pago de pensiones por retiro, cesantía en edad avanzada y vejez"
2014,51J026,,,Pensiones y Jubilaciones,Pago de Pensiones y Jubilaciones a la población derechohabiente del ISSSTE
2014,51J027,,,Indemnizaciones Globales,Pago de Pensiones y Jubilaciones a la población derechohabiente del ISSSTE
2014,51J028,,,Pagos de Funeral,Pago de Pensiones y Jubilaciones a la población derechohabiente del ISSSTE
2014,51K011,Contribuir a asegurar la generación y el uso efectivo de los recursos en salud mediante el fortalecimiento de la infraestructura fisica,La población derechohabiente cuenta con infraestructura fortalecida que cubre los servicios de salud que requiere.|,Proyectos de infraestructura social.,Otros Servicios de SaludPrestaciones sociales y culturales
2014,51M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2014,51M002,,,Gastos Administrativos por Operación de Fondos y Seguros,"Otros Servicios de SaludPrestaciones sociales y culturales|TURISSSTE, Agencias de Servicios Turísticos|Comercialización de productos básicos en Tiendas y Farmacias del ISSSTE|Préstamos hipotecarios y FOVISSSTE|PENSIONISSSTE, administración de las cuentas individuales de los trabajadores"
2014,51M003,,,Gastos de Administración,Servicios de apoyo administrativo
2014,51O001,,,Actividades de apoyo a la función pública y buen gobierno,Comercialización de productos básicos en Tiendas y Farmacias del ISSSTEApoyo a la función pública y buen gobierno|Préstamos hipotecarios y FOVISSSTE
2014,51W001,,,Operaciones Ajenas,Otros Servicios de Salud
2014,52B001,,,"Producción de petróleo, gas, petrolíferos y petroquímicos","Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52E010,,,"Distribución de petróleo, gas, petrolíferos y petroquímicos","Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52E011,,,"Comercialización de petróleo, gas, petrolíferos y petroquímicos","Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesComercialización de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52E012,,,Actividades destinadas a la operación y mantenimiento de la infraestructura básica en ecología,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesEntorno ecológico"
2014,52E013,,,Servicios médicos al personal de PEMEX,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52E014,,,Prestación de servicios de telecomunicaciones internos a PEMEX,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesServicios de telecomunicaciones en PEMEX"
2014,52E015,,,"Prestación de servicios corporativos técnico, administrativo y financiero a los organismos subsidiarios de PEMEX","Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesGestión corporativa a los organismos subsidiarios de PEMEX"
2014,52J002,,,Aportaciones para el pago de pensiones y jubilaciones al personal de PEMEX,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K002,,,Proyectos de infraestructura económica de hidrocarburos,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K011,,,Proyectos de infraestructura social de salud,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K012,,,Proyectos de infraestructura social de asistencia y seguridad social,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K014,,,Otros proyectos de infraestructura social,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K025,,,Proyectos de inmuebles (oficinas administrativas),"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K026,,,Otros proyectos,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K027,,,Mantenimiento de infraestructura,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K028,,,Estudios de preinversión,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K029,,,Programas de adquisiciones,"Producción de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K036,,,Conservación de infraestructura marítimo-portuaria,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52K043,,,Otros programas de inversión,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones|Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52M001,,,Actividades de apoyo administrativo,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52O001,,,Actividades de apoyo a la función pública y buen gobierno,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesFunción pública y buen gobierno"
2014,52R005,,,Compra de acciones o inversiones diversas para Pemex,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,52W001,,,Operaciones ajenas,"Distribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalacionesDistribución de petróleo crudo, gas, petrolíferos y petroquímicos y mantenimiento de instalaciones"
2014,53E555,,,"Operación comercial de la Red de Fibra Óptica y apoyo tecnológico a los procesos productivos en control de calidad, sistemas informáticos y de telecomunicaciones","Transmisión, transformación y control de la energía eléctrica"
2014,53E561,,,Operación y mantenimiento de las centrales generadoras de energía eléctrica,Generación de energía eléctrica
2014,53E562,,,"Operación, mantenimiento y recarga de la Nucleoeléctrica Laguna Verde para la generación de energía eléctrica",Generación de energía eléctrica
2014,53E563,,,Suministro de energéticos a las centrales generadoras de electricidad,Generación de energía eléctrica
2014,53E567,,,"Operar y mantener las líneas de transmisión y subestaciones de transformación que integran el Sistema Eléctrico Nacional, así como operar y mantener la Red Nacional de Fibra Óptica, y proporcionar servicios de telecomunicaciones","Transmisión, transformación y control de la energía eléctrica"
2014,53E568,,,"Dirección, coordinación y control de la operación del Sistema Eléctrico Nacional","Transmisión, transformación y control de la energía eléctrica"
2014,53E570,,,Operación y mantenimiento de los procesos de distribución y de comercialización de energía eléctrica,Distribución y comercialización de energía eléctrica
2014,53E578,,,Apoyo al desarrollo sustentable de comunidades afectadas por la instalación de la infraestructura eléctrica,Infraestructura básica en energía eléctrica
2014,53F571,,,Promoción de medidas para el ahorro y uso eficiente de la energía eléctrica,Distribución y comercialización de energía eléctrica
2014,53J001,,,Pago de pensiones y jubilaciones en CFE,Pensiones y jubilaciones para el personal de CFE
2014,53K001,,,Proyectos de infraestructura económica de electricidad,"Infraestructura básica en energía eléctricaDistribución y comercialización de energía eléctrica|Generación de energía eléctrica|Transmisión, transformación y control de la energía eléctrica"
2014,53K014,,,Otros proyectos de infraestructura social,Distribución y comercialización de energía eléctrica
2014,53K024,,,Otros proyectos de infraestructura gubernamental,Generación de energía eléctrica
2014,53K025,,,Proyectos de inmuebles (oficinas administrativas),"Distribución y comercialización de energía eléctricaGeneración de energía eléctrica|Transmisión, transformación y control de la energía eléctrica|Infraestructura básica en energía eléctrica"
2014,53K026,,,Otros proyectos,Distribución y comercialización de energía eléctrica
2014,53K027,,,Mantenimiento de infraestructura,"Generación de energía eléctricaTransmisión, transformación y control de la energía eléctrica|Infraestructura básica en energía eléctrica"
2014,53K028,,,Estudios de preinversión,Generación de energía eléctricaInfraestructura básica en energía eléctrica
2014,53K029,,,Programas de adquisiciones,"Transmisión, transformación y control de la energía eléctricaDistribución y comercialización de energía eléctrica|Generación de energía eléctrica|Infraestructura básica en energía eléctrica"
2014,53K044,,,Proyectos de infraestructura económica de electricidad (Pidiregas),"Distribución y comercialización de energía eléctricaGeneración de energía eléctrica|Transmisión, transformación y control de la energía eléctrica|Infraestructura básica en energía eléctrica"
2014,53M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2014,53O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2014,53P552,,,"Planeación, dirección, coordinación, supervisión y seguimiento a las funciones y recursos asignados para cumplir con la construcción de la infraestructura eléctrica",Infraestructura básica en energía eléctrica
2014,53P553,,,Planeación del Sistema Eléctrico Nacional,Distribución y comercialización de energía eléctrica
2014,53R582,,,Seguridad física en las instalaciones de infraestructura eléctrica.,Generación de energía eléctrica
2014,53R584,,,Adquisición de energía eléctrica a los Productores Externos de Energía,Generación de energía eléctrica
2014,53R585,,,Planeación y dirección de los procesos productivos,Generación de energía eléctrica
2014,53R586,,,Provisiones para el Programa de Plantas Hidroeléctricas,Generación de energía eléctrica
2014,53W001,,,Operaciones ajenas,Servicios de apoyo administrativo
2015,1K026,,,Otros Proyectos,Llevar a cabo el proceso Legislativo
2015,1K027,,,Mantenimiento de Infraestructura,Llevar a cabo el proceso Legislativo
2015,1R001,,,Actividades derivadas del trabajo legislativo,Llevar a cabo el proceso Legislativo
2015,1R002,,,"Entregar a la Cámara de Diputados del H. Congreso de la Unión, el informe sobre la revisión de la Cuenta de la Hacienda Pública Federal",Fiscalización de la Cuenta de la Hacienda Pública Federal
2015,2M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2015,2O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2015,2P001,,,"Asesoramiento, coordinación, difusión y apoyo de las acciones en materia de seguridad nacional a cargo del Consejo de Seguridad Nacional",Integración y coordinación de las instituciones de Seguridad Nacional
2015,2P002,,,"Asesoría, coordinación, difusión y apoyo técnico de las actividades del Presidente de la República","Asesoría, coordinación, difusión y apoyo de las actividades del Presidente de la República"
2015,2P003,,,Atención y seguimiento a las solicitudes y demandas de la ciudadanía.,"Asesoría, coordinación, difusión y apoyo de las actividades del Presidente de la República"
2015,2P004,,,Apoyo a las actividades de seguridad y logística para garantizar la integridad del Ejecutivo Federal,"Asesoría, coordinación, difusión y apoyo de las actividades del Presidente de la República"
2015,3R001,,,Otras Actividades,Impartir justicia en el ámbito de su competenciaResolver impugnaciones en procesos electorales
2015,4E001,,,Servicios de inteligencia para la Seguridad Nacional,Inteligencia para la Seguridad Nacional
2015,4E002,Contribuir a impulsar un gobierno abierto que fomente la rendición de cuentas en la APF mediante la digitalización del patrimonio documental de México.,Los expedientes seleccionados y diagnosticados son preservados para su conservación.|,Preservación y difusión del acervo documental de la Nación,Acervo documental de la nación
2015,4E004,Contribuir a promover y fortalecer la gobernabilidad democrática mediante proporcionar servicios de comunicación y divulgación confiable y de calidad a la Administración Publica Federal.,Las actividades públicas del Ejecutivo Federal están a disposición de los medios masivos de comunicación.|,Producción de programas informativos de radio y televisión del Ejecutivo Federal,Comunicación social del Gobierno Federal
2015,4E006,"Contribuir a desarrollar políticas integrales de población y migración, que contribuyan a la inclusión, la prosperidad y el ejercicio de derechos mediante la protección y asistencia institucional que brinda la Coordinación General de la Comisión Mexicana de Ayuda a Refugiados a los solicitantes del reconocimiento de la condición de refugiado, refugiados y beneficiarios de protección complementaria","Los solicitantes del reconocimiento de la condición de refugiado, refugiados y beneficiarios de protección complementaria solicitan los servicios de Asistencia Institucional y protección a la Coordinación General de la Comisión Mexicana de Ayuda a Refugiados|",Atención a refugiados en el país,Atención a refugiados
2015,4E008,"Contribuir a desarrollar políticas integrales de población y migración, que contribuyan a la inclusión, la prosperidad y el ejercicio de derechos mediante el fortalecimiento de la cultura de migración, elevando los niveles del servicio migratorio, garantizando una gestión migratoria eficiente.",Los usuarios del Instituto Nacional de Migración están satisfechos con los servicios migratorios.|,"Servicios migratorios en fronteras, puertos y aeropuertos",Servicio de Migración y política migratoria
2015,4E010,Contribuir a promover y fortalecer la gobernabilidad democrática mediante la resolución de conflictos laborales a través del Tribunal Federal de Conciliación y Arbitraje,Los trabajadores al servicio del Estado reciben justicia en la solución de sus conflictos laborales.|,Impartición de justicia laboral para los trabajadores al servicio del Estado,Justicia laboral para los trabajadores al servicio del Estado
2015,4E012,"Contribuir a desarrollar políticas integrales de población y migración, que contribuyan a la inclusión, la prosperidad y el ejercicio de derechos mediante La consolidación de la base de datos que alimentará el Sistema Nacional de Identificación Personal (SNIP)",La población consulta su Clave Única de Registro de Población|,Registro e Identificación de Población,Sistema de Identificación Personal
2015,4E015,"Contribuir a garantizar el respeto y protección de los derechos humanos, reducir la discriminación y la violencia contra las mujeres mediante la coordinación de la política nacional de prevención, atención, sanción y erradicación de la violencia contra las mujeres para reducir la violencia de género.","Las políticas públicas y acciones integrales en materia de prevención, atención y sanción son coordinadas en los tres órdenes de gobierno para reducir la violencia contra las mujeres.|",Promover la atención y prevención de la violencia contra las mujeres,Derechos humanos y prevención de la discriminación
2015,4E017,"Contribuir a mejorar las condiciones de seguridad y justicia mediante la realización de operativos y mecanismos de disuasión y de prevención del delito con otras instituciones policiales de los tres órdenes de gobierno, en las tareas de restablecimiento de la paz y el orden públicos","La participación de la Gendarmería Nacional disminuye la incidencia delictiva de los delitos de alto impacto en las instalaciones, eventos, comunidades, regiones, zonas y rutas en las que se encuentren desplegados sus Integrantes|",Gendarmería Nacional,Gendarmería
2015,4E901,Contribuir a mejorar las condiciones de seguridad y justicia mediante la prestación de servicios de protección federal,"Las dependencias, entidades de la Administración Pública Federal, órganos de carácter federal de los Poderes Ejecutivo, Legislativo y Judicial, organismos constitucionalmente autónomos, así como personas físicas o morales cuentan con servicios de protección, custodia, vigilancia y seguridad eficientes|","Servicios de protección, custodia, vigilancia y seguridad de personas, bienes e instalaciones",Prevención del delito con perspectiva nacional
2015,4E903,Contribuir a mejorar las condiciones de seguridad y justicia mediante la realización de operativos y acciones para la prevención y el combate a los delitos.,La participación de la policía federal disminuye la incidencia delictiva de los delitos de alto impacto|,Implementación de operativos para la prevención y disuasión del delito,Prevención del delito con perspectiva nacional
2015,4E904,Contribuir a mejorar las condiciones de seguridad y justicia mediante la preparación y puesta en libertad de internos sentenciados del fuero federal,"Las personas sentenciadas participan en el tratamiento técnico integral interdisciplinario individualizado, instaurado por el H.Consejo Técnico Interdiciplinario de cada CEFERESO|",Administración del sistema federal penitenciario,Sistema penitenciario que garantice la ejecución de las resoluciones jurídicas y contribuya a la readaptación social
2015,4E905,Contribuir a mejorar las condiciones de seguridad y justicia mediante la aplicación de la encuesta de percepción de la población respecto a los servicios que proporcionan los prestadores de servicios de seguridad privada.,"El servicio de Seguridad Privada, se regula mediantre procesos actualizados, modernos y profesionales.|",Regulación de los servicios de seguridad privada para coadyuvar a la prevención del delito,Prevención del delito con perspectiva nacional
2015,4K015,,,Proyectos de infraestructura gubernamental de gobernación,Inteligencia para la Seguridad NacionalServicio de Migración y política migratoria|Acervo documental de la nación
2015,4K023,,,Proyectos de infraestructura gubernamental de seguridad pública,Sistema penitenciario que garantice la ejecución de las resoluciones jurídicas y contribuya a la readaptación socialPrevención del delito con perspectiva nacional
2015,4K026,,,Otros Proyectos,Prevención del delito con perspectiva nacional
2015,4K027,,,Mantenimiento de infraestructura,Sistema penitenciario que garantice la ejecución de las resoluciones jurídicas y contribuya a la readaptación socialServicio de Migración y política migratoria|Prevención del delito con perspectiva nacional
2015,4K028,,,Estudios de Preinversión,Prevención del delito con perspectiva nacional
2015,4L001,,,"Cumplimiento de obligaciones en materia de derechos humanos dentro de los sistemas de protección de derechos humanos de los que el Estado Mexicano sea parte, y de las obligaciones pecuniarias previstas en convenios de la SEGOB en que se reconozca la responsabilidad de las violaciones",Apoyo jurídico a la Secretaría de Gobernación
2015,4M001,,,Actividades de apoyo administrativo,Servicios de apoyo administrativo
2015,4N001,"Contribuir a coordinar el Sistema Nacional de Protección Civil para salvaguardar a la población, sus bienes y entorno ante fenómenos perturbadores mediante el fortalecimiento de las capacidades institucionales y la coordinación internacional, con una alta cooperación y trabajo colaborativo entre las partes del Sistema, al gestionar de manera integral los riesgos.",La población expuesta a un fenómeno perturbador es atendida con una adecuada gestión integral del riesgo|,Coordinación del Sistema Nacional de Protección Civil,Sistema Nacional de Protección Civil
2015,4O001,,,Actividades de apoyo a la función pública y buen gobierno,Función pública y buen gobierno
2015,4P001,"Contribuir a promover y fortalecer la gobernabilidad democrática mediante el acuerdo y el diálogo entre los tres órdenes de gobierno, los actores sociales y los ciudadanos y sus organizaciones","Atender las problemáticas y conflictos sociales en los estados y municipios de todo el país, manteniendo una estrecha coordinación con las delegaciones, representaciones y coordinaciones estatales de la Subsecretaría de Gobierno, para prevenir su escalamiento y fortalecer la gobernabilidad democrática|","Conducción de la política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales","Política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales"
2015,4P002,Contribuir a promover y fortalecer la gobernabilidad democrática mediante acciones que impulsen la participación ciudadana y el desarrollo democrático y cívico en el país.,La población mexicana participa en las ceremonias cívicas solemnes de promoción de la identidad nacional.|,Actividades para contribuir al desarrollo político y cívico social del país,Desarrollo político y cívico social del país
2015,4P004,"Contribuir a garantizar el respeto y protección de los derechos humanos, reducir la discriminación y la violencia contra las mujeres mediante la reducción de casos de violaciones a derechos humanos en trámite y del conocimiento de esta Unidad.","Los casos en los cuales, la Unidad para la Defensa de los Derechos Humanos (UDDH) es competente para brindar el seguimiento conforme al Reglamento Interior de la SEGOB, son atendidos en mayor proporción.|",Defensa de los Derechos Humanos,Derechos humanos y prevención de la discriminación
2015,4P005,"Contribuir a promover y fortalecer la gobernabilidad democrática mediante la actualización y verificación del cumplimiento del orden normativo en materia de radio televisión cinematografía así como de juegos y sorteos y la revisión, evaluación y autorización de los programas anuales de comunicación social de las Dependencias y Entidades de la Administración Pública Federal",La población de todo el país es informada sobre los logros y acciones de gobierno a través de las campañas de comunicación social de las dependencias y entidades de la Administración Pública Federal.|,Conducción de la política de comunicación social de la Administración Pública Federal y la relación con los medios de comunicación,Comunicación social del Gobierno Federal
2015,4P006,"Contribuir a desarrollar políticas integrales de población y migración, que contribuyan a la inclusión, la prosperidad y el ejercicio de derechos mediante la utilización de variables e insumos sociodemográficos en la formulación y ejecución de los Planes y Programas de los tres órdenes de gobierno","Incidir en la evolución óptima de los fenómenos demográficos mediante la incorporación de criterios promovidos por la SGCONAPO, através de su participación en Grupos de Trabajo Interinstitucionales.|",Planeación demográfica del país,Planeación demográfica
2015,4P009,"Contribuir a promover y fortalecer la gobernabilidad democrática mediante las asesorías, opiniones y dictámenes en materia jurídica a los servidores públicos de la Institución, Unidades Administrativas, Órganos Desconcentrados y Entidades del Sector, así como en el análisis y dictamen de anteproyectos, proyectos de iniciativa de leyes, decretos legislativos, reglamentos y demás disposiciones normativas en los que la Secretaria tenga injerencia, ademas de representar a la Secretaria de Gobernación en asuntos contenciosos, de procedimientos constitucionales y amparo.","Certeza jurídica en defensa de la legalidad derivada de la necesidad de las unidades administrativas, órganos administrativos desconcentrados y Entidades del sector coordinado por la secretaría de gobernación, que solicitan la asesoría jurídico-normativa|",Defensa jurídica de la Secretaría de Gobernación y compilación jurídica nacional y testamentaria ciudadana,Apoyo jurídico a la Secretaría de Gobernación
2015,4P010,"Contribuir a mejorar las condiciones de seguridad y justicia mediante El proceso de transición al nuevo Sistema de Justicia Penal acusatorio-adversarial, y el impulso a la implementación y operación de la reforma en las entidades federativas de México.",Las entidades federativas cuentan con la base técnica legislativa para la Implementación del Sistema de Justicia Penal|,Implementación de la Reforma al Sistema de Justicia Penal,"Política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales"
2015,4P014,Contribuir a mejorar las condiciones de seguridad y justicia mediante el fortalecimiento de las instituciones de seguridad pública,Elementos capacitados con recursos federales por las entidades federativas y municipios|,Coordinación con las instancias que integran el Sistema Nacional de Seguridad Pública,Coordinación del Sistema Nacional de Seguridad Pública
2015,4P015,"Contribuir a garantizar el respeto y protección de los derechos humanos, reducir la discriminación y la violencia contra las mujeres mediante la generación de acuerdos entre los integrantes de la Comisión Intersecretarial para Prevenir, Sancionar y Erradicar los Delitos en Materia de Trata de Personas y para la Protección y Asistencia a las Víctimas de estos Delitos.","Las dependencias, Instituciones y Organizaciones de la sociedad civil participan en las campañas de difusión en materia de trata de personas.|","Promover la prevención, protección y atención en materia de trata de personas",Derechos humanos y prevención de la discriminación
2015,4P016,Contribuir a promover y fortalecer la gobernabilidad democrática mediante La vinculación política e institucional permanentes que coadyuven a generar consensos con el Poder Legislativo Federal y las Legislaturas de las Entidades Federativas.,"Se identifican iniciativas legislativas de interés para el Ejecutivo Federal, que coadyuvan al cumplimiento de la Misión Institucional de las dependencias y entidades del Gobierno de la República, por lo que el Congreso de la Unión aprueba reformas legislativas relevantes para la sociedad en su conjunto.|",Fortalecimiento de las instituciones democráticas a fin de lograr las reformas legislativas que transformen el orden jurídico nacional,"Política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales"
2015,4P017,"Contribuir a garantizar el respeto y protección de los derechos humanos, reducir la discriminación y la violencia contra las mujeres mediante el Mecanismo para la Protección de Personas Defensoras de Derechos Humanos y Periodistas en situación de riesgo",Las personas defensoras de derechos humanos y periodistas son protegidos en situación de riesgo por el ejercicio de su actividad.|,Mecanismo de Protección para Personas Defensoras de Derechos Humanos y Periodistas,Derechos humanos y prevención de la discriminación
2015,4P018,Contribuir a promover y fortalecer la gobernabilidad democrática mediante acciones de atención completadas para la conducción de la política nacional en materia religiosa,"Las iglesias, agrupaciones y asociaciones religiosas, autoridades de los tres niveles de gobierno, obtienen capacitación para conocer sus derechos y obligaciones en materia religiosa|",Conducción de la política del Gobierno Federal en materia religiosa,Relación del Estado con las asociaciones religiosas
2015,4P019,"Contribuir a desarrollar políticas integrales de población y migración, que contribuyan a la inclusión, la prosperidad y el ejercicio de derechos mediante la mejora en las condiciones de bienestar de los migrantes","Los migrantes tienen acceso a derechos económicos y sociales. (Educación, salud y empleo)|",Coordinar la política migratoria,Servicio de Migración y política migratoria
2015,4P020,"Contribuir a promover y fortalecer la gobernabilidad democrática mediante la resolución de conflictos en la atención a las demandas de personas, comunidades u organizaciones indígenas, por medio de acciones coordinadas con funcionarios de los Tres ordenes de Gobierno y los poderes Legislativo y Judicial, y armonizar el marco jurídico con los tratados nacionales e internacionales en materia de derechos de los Pueblos Indígenas.","Los Pueblos, comunidades y organizaciones indígenas son informados a través de acciones que promueven sus derechos mediante talleres, foros, cápsulas informativas, así como el registro documental.|",Conducción de la Política con los Pueblos Indígenas,"Política interior y las relaciones del Ejecutivo Federal con el Congreso de la Unión, Entidades Federativas y Asociaciones Políticas y Sociales"
2015,4P021,Contribuir a mejorar las condiciones de seguridad y justicia mediante la promoción del fortalecimiento de las instituciones de seguridad pública.,Las instituciones de seguridad pública son fortalecidas con proyectos y programas en materia de seguridad pública.|,"Implementar las políticas, programas y acciones tendientes a garantizar la seguridad pública de la Nación y sus habitantes",Fortalecimiento de las instituciones de seguridad pública que garanticen la seguridad de la población
2015,4P022,"Contribuir a garantizar el respeto y protección de los derechos humanos, reducir la discriminación y la violencia contra las mujeres mediante la realización de eventos para difundir las políticas y cultura en materia de derechos humanos que asegure el respeto, protección, promoción y garantía de éstos, para fomentar la colaboración con las entidades federativas y dependencias de la administración pública federal.",Los ciudadanos de las entidades federativas y dependencias de la administración pública federal reciben la información en materia de derechos humanos Pública|,Conducción de la política en materia de Derechos Humanos,Derechos humanos y prevención de la discriminación
2015,4P023,Contribuir a mejorar las condiciones de seguridad y justicia mediante la implementación del Programa Nacional.,Los municipios y delegaciones implementan proyectos de prevención social de la violencia y la delincuencia en el marco del Programa Nacional.|,Fomento de la cultura de la participación ciudadana en la prevención del delito,Prevención del delito con perspectiva nacional
2015,4P024,"Contribuir a garantizar el respeto y protección de los derechos humanos, reducir la discriminación y la violencia contra las mujeres mediante un cambio cultural para posicionar el tema de la no discriminación y la igualdad en la sociedad.",La ciudadanía tiene arraigada la cultura de la no discriminación|,Promover la Protección de los Derechos Humanos y Prevenir la Discriminación,Derechos humanos y prevención de la discriminación
2015,4P025,,," Coordinación con las instancias que integran el Sistema Nacional de Protección Integral de Niñas, Niños y Adolescentes","Fortalecer las acciones en favor de la atención, defensa y protección de niñas, niños y adolescentes"
2015,4R004,,,Centros Estratégicos de Inteligencia,Inteligencia para la Seguridad Nacional
2015,4R099,,,"Cuotas, Apoyos y Aportaciones a Organismos Internacionales",Sistema Nacional de Protección CivilSistema de Identificación Personal|Servicio de Migración y política migratoria|Planeación demográfica|Atención a refugiados|Acervo documental de la nación
